ts,dir,hex,id,error,params,valid,note
22:43:39.585,TX,FFFF0104032800CF,-,,,,
22:43:39.640,TX,FFFF0104035500A2,-,,,,
22:43:39.695,TX,FFFF0107030900000000EB,-,,,,
22:43:39.750,TX,FFFF0104033301C3,-,,,,
22:43:39.804,TX,FFFF0104035501A1,-,,,,
22:43:39.859,TX,FFFF0104032801CE,-,,,,
22:43:40.015,TX,FFFF0105032E0320A5,-,,,,
22:43:41.956,TX,FFFF0104022E02C8,-,,,,
22:43:43.230,TX,FFFF0104022E02C8,-,,,,
22:43:43.730,TX,FFFF0104022E02C8,-,,,,
22:43:44.196,TX,FFFF0104022E02C8,-,,,,
22:43:48.499,TX,FFFF0104032800CF,-,,,,
22:43:48.551,TX,FFFF0104035500A2,-,,,,
22:43:48.603,TX,FFFF0104033300C4,-,,,,
22:43:48.655,TX,FFFF0104035501A1,-,,,,
22:43:48.706,TX,FFFF0104032801CE,-,,,,
22:43:53.568,TX,FFFF0304032800CD,-,,,,
22:43:53.620,TX,FFFF0304035500A0,-,,,,
22:43:53.672,TX,FFFF0304033300C2,-,,,,
22:43:53.723,TX,FFFF03040355019F,-,,,,
22:43:53.776,TX,FFFF0304032801CC,-,,,,
22:43:54.314,RX,FFFF030200FAFF,3,,FA,False,
22:43:54.323,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:43:56.136,TX,FFFF0304032800CD,-,,,,
22:43:56.192,TX,FFFF0304035500A0,-,,,,
22:43:56.247,TX,FFFF0304033300C2,-,,,,
22:43:56.304,TX,FFFF03040355019F,-,,,,
22:43:56.360,TX,FFFF0304032801CC,-,,,,
22:43:56.897,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:43:56.910,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:43:56.924,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:44:05.241,TX,FFFF0107032A0FC3012CCB,-,,,,
22:44:08.166,TX,FFFF0107032A0FC3012CCB,-,,,,
22:44:11.164,TX,FFFF0304032800CD,-,,,,
22:44:11.220,TX,FFFF0304035500A0,-,,,,
22:44:11.275,TX,FFFF0304033300C2,-,,,,
22:44:11.332,TX,FFFF03040355019F,-,,,,
22:44:11.389,TX,FFFF0304032801CC,-,,,,
22:44:11.926,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:44:11.946,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:44:13.278,TX,FFFF0304032800CD,-,,,,
22:44:13.332,TX,FFFF0304035500A0,-,,,,
22:44:13.387,TX,FFFF0304033300C2,-,,,,
22:44:13.445,TX,FFFF03040355019F,-,,,,
22:44:13.503,TX,FFFF0304032801CC,-,,,,
22:44:14.031,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:44:14.049,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:44:14.067,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
