ts,dir,hex,id,error,params,valid,note
22:35:57.888,TX,FFFF0104032800CF,-,,,,
22:35:57.940,TX,FFFF0104035500A2,-,,,,
22:35:57.991,TX,FFFF0104033300C4,-,,,,
22:35:58.043,TX,FFFF0104035501A1,-,,,,
22:35:58.095,TX,FFFF0104032801CE,-,,,,
22:36:03.391,TX,FFFF0107032A0000012C9D,-,,,,
22:36:06.353,TX,FFFF0107032A0FFF012C8F,-,,,,
22:36:07.128,TX,FFFF0104023802BE,-,,,,
22:36:08.041,TX,FFFF0104032800CF,-,,,,
22:36:08.911,TX,FFFF0104032801CE,-,,,,
22:36:11.872,TX,FFFF0104032800CF,-,,,,
22:36:11.925,TX,FFFF0104035500A2,-,,,,
22:36:11.979,TX,FFFF0107030900000000EB,-,,,,
22:36:12.032,TX,FFFF0104033301C3,-,,,,
22:36:12.087,TX,FFFF0104035501A1,-,,,,
22:36:12.140,TX,FFFF0104032801CE,-,,,,
22:36:12.294,TX,FFFF0105032E0320A5,-,,,,
