ts,dir,hex,id,error,params,valid,note
23:06:06.220,TX,FFFF0304032800CD,-,,,,
23:06:06.275,TX,FFFF0304035500A0,-,,,,
23:06:06.329,TX,FFFF0307030900000000E9,-,,,,
23:06:06.384,TX,FFFF0304033301C1,-,,,,
23:06:06.439,TX,FFFF03040355019F,-,,,,
23:06:06.494,TX,FFFF0304032801CC,-,,,,
23:06:06.649,TX,FFFF0305032E0000C6,-,,,,
23:06:07.202,RX,FFFF030200FAFF,3,,FA,False,
23:06:07.213,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:07.233,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:09.372,TX,FFFF0304032800CD,-,,,,
23:06:09.428,TX,FFFF0304035500A0,-,,,,
23:06:09.484,TX,FFFF0307030900000000E9,-,,,,
23:06:09.539,TX,FFFF0304033301C1,-,,,,
23:06:09.593,TX,FFFF03040355019F,-,,,,
23:06:09.648,TX,FFFF0304032801CC,-,,,,
23:06:09.802,TX,FFFF0305032E0000C6,-,,,,
23:06:10.342,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:10.355,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:10.372,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:10.386,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:16.404,TX,FFFF0305032E000EB8,-,,,,
23:06:16.425,TX,FFFF0306032900000EBC,-,,,,
23:06:16.950,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:38.710,TX,FFFF0305032E0002C4,-,,,,
23:06:38.732,TX,FFFF0306032990000238,-,,,,
23:06:39.265,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:43.330,TX,FFFF0305032E0002C4,-,,,,
23:06:43.352,TX,FFFF0306032990000238,-,,,,
23:06:43.874,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:51.212,TX,FFFF030201F9,-,,,,
23:06:53.628,TX,FFFF030201F9,-,,,,
23:06:54.155,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:06:55.564,TX,FFFF030201F9,-,,,,
23:07:02.495,TX,FFFF0305032EFF03C4,-,,,,
23:07:02.517,TX,FFFF0306032990FF0338,-,,,,
23:07:03.046,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:07:20.745,TX,FFFF0305032E0002C4,-,,,,
23:07:20.766,TX,FFFF0306032990000238,-,,,,
23:07:21.300,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:07:29.918,TX,FFFF0805032EFFFEC4,-,,,,
23:07:29.940,TX,FFFF0806032990FFFE38,-,,,,
23:07:30.478,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:07:37.928,TX,FFFF0805032EFC20A5,-,,,,
23:07:37.950,TX,FFFF0806032990FC2019,-,,,,
23:07:38.474,RX,FFFFFF080200F5FFFF080200F5,255,未定义指令,00F5FFFF080200,False,
23:07:41.152,TX,FFFF0805032EFC20A5,-,,,,
23:07:41.174,TX,FFFF0806032990FC2019,-,,,,
23:07:41.706,RX,FFFF080200F5FF,8,,F5,False,
23:07:49.865,TX,FFFF0805032EFC24A1,-,,,,
23:07:49.887,TX,FFFF0806032990FC2415,-,,,,
23:07:50.423,RX,FFFFFF080200F5FFFF080200F5,255,未定义指令,00F5FFFF080200,False,
23:07:53.921,TX,FFFF0805032EFEB310,-,,,,
23:07:53.942,TX,FFFF0806032990FEB384,-,,,,
23:07:54.479,RX,FFFF080200F5FF,8,,F5,False,
23:07:58.961,TX,FFFF0805032EFFE4DE,-,,,,
23:07:58.983,TX,FFFF0806032990FFE452,-,,,,
23:07:59.507,RX,FFFFFF080200F5FFFF080200F5,255,未定义指令,00F5FFFF080200,False,
23:08:01.354,TX,FFFF0804032800C8,-,,,,
23:08:01.354,TX,FFFF0805032E0000C1,-,,,,
23:08:01.875,RX,FFFF080200F5FF,8,,F5,False,
23:08:04.960,TX,FFFF0805032EFFF0D2,-,,,,
23:08:04.981,TX,FFFF0806032990FFF046,-,,,,
23:08:05.503,RX,FFFF080200F5FF,8,,F5,False,
23:08:16.577,TX,FFFF0805032EFC1AAB,-,,,,
23:08:16.598,TX,FFFF0806032990FC1A1F,-,,,,
23:08:17.133,RX,FFFFFF080200F5FFFF080200F5,255,未定义指令,00F5FFFF080200,False,
23:08:34.593,TX,FFFF0805032EFC5570,-,,,,
23:08:34.615,TX,FFFF0806032990FC55E4,-,,,,
23:08:35.148,RX,FFFF080200F5FF,8,,F5,False,
23:08:40.739,TX,FFFF0804032800C8,-,,,,
23:08:40.740,TX,FFFF0805032E0000C1,-,,,,
23:08:50.672,TX,FFFF0805032EFE0CB7,-,,,,
23:08:50.693,TX,FFFF0806032990FE0C2B,-,,,,
23:08:56.063,TX,FFFF0805032EFE0DB6,-,,,,
23:08:56.084,TX,FFFF0806032990FE0D2A,-,,,,
23:09:02.751,TX,FFFF0805032EFE14AF,-,,,,
23:09:02.773,TX,FFFF0806032990FE1423,-,,,,
23:09:06.339,TX,FFFF0805032EFE08BB,-,,,,
23:09:06.361,TX,FFFF0806032990FE082F,-,,,,
23:09:13.939,TX,FFFF0805032EFE0AB9,-,,,,
23:09:13.961,TX,FFFF0806032990FE0A2D,-,,,,
23:09:18.720,TX,FFFF0805032EFE08BB,-,,,,
23:09:18.742,TX,FFFF0806032990FE082F,-,,,,
23:09:23.320,TX,FFFF0805032EFE06BD,-,,,,
23:09:23.342,TX,FFFF0806032990FE0631,-,,,,
23:09:28.693,TX,FFFF0805032EFE04BF,-,,,,
23:09:28.715,TX,FFFF0806032990FE0433,-,,,,
23:09:36.538,TX,FFFF0805032EFE02C1,-,,,,
23:09:36.559,TX,FFFF0806032990FE0235,-,,,,
23:09:54.556,TX,FFFF0805032EFE16AD,-,,,,
23:09:54.578,TX,FFFF0806032990FE1621,-,,,,
23:10:04.952,TX,FFFF0805032E01FEC2,-,,,,
23:10:04.973,TX,FFFF080603299001FE36,-,,,,
23:10:11.508,TX,FFFF0805032E0002BF,-,,,,
23:10:11.530,TX,FFFF0806032990000233,-,,,,
23:10:21.136,TX,FFFF0805032E01F2CE,-,,,,
23:10:21.158,TX,FFFF080603299001F242,-,,,,
23:10:25.347,TX,FFFF0805032E01F4CC,-,,,,
23:10:25.369,TX,FFFF080603299001F440,-,,,,
23:10:30.397,TX,FFFF0805032E01F5CB,-,,,,
23:10:30.420,TX,FFFF080603299001F53F,-,,,,
23:10:41.556,TX,FFFF0805032E01F6CA,-,,,,
23:10:41.578,TX,FFFF080603299001F63E,-,,,,
23:10:42.106,RX,FFFFFFBC7D7EFFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FF,255,错误125,7EFFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5,False,
23:10:44.018,TX,FFFF0805032E01F6CA,-,,,,
23:10:44.039,TX,FFFF080603299001F63E,-,,,,
23:10:44.585,RX,FFFFFF080200F5FFFF080200F5,255,未定义指令,00F5FFFF080200,False,
23:10:48.156,TX,FFFF0804032800C8,-,,,,
23:10:48.156,TX,FFFF0805032E0000C1,-,,,,
23:10:51.119,TX,FFFF0805032E01F6CA,-,,,,
23:10:51.140,TX,FFFF080603299001F63E,-,,,,
23:10:55.827,TX,FFFF0805032E01FEC2,-,,,,
23:10:55.848,TX,FFFF080603299001FE36,-,,,,
23:11:01.993,TX,FFFF0805032EFE02C1,-,,,,
23:11:02.016,TX,FFFF0806032990FE0235,-,,,,
23:11:10.490,TX,FFFF0805032E0002BF,-,,,,
23:11:10.512,TX,FFFF0806032990000233,-,,,,
23:11:14.116,TX,FFFF0805032E0002BF,-,,,,
23:11:14.138,TX,FFFF0806032990000233,-,,,,
23:11:14.349,TX,FFFF0805032E0002BF,-,,,,
23:11:14.370,TX,FFFF0806032990000233,-,,,,
23:11:14.538,TX,FFFF0805032E0002BF,-,,,,
23:11:14.559,TX,FFFF0806032990000233,-,,,,
23:11:23.350,TX,FFFF0805032E03E7D7,-,,,,
23:11:23.372,TX,FFFF080603299003E74B,-,,,,
23:11:29.908,TX,FFFF0805032E0002BF,-,,,,
23:11:29.929,TX,FFFF0806032990000233,-,,,,
23:11:42.796,TX,FFFF0305032EFFFEC9,-,,,,
23:11:42.817,TX,FFFF0306032990FFFE3D,-,,,,
23:11:46.317,TX,FFFF0305032EFFFEC9,-,,,,
23:11:46.338,TX,FFFF0306032990FFFE3D,-,,,,
23:11:46.874,RX,FFFF087AF5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF030200FAFFFF030200FAFFFF,8,错误245,FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF080200F5FFFF030200FAFFFF030200FAFF,False,
23:11:55.819,TX,FFFF0305032E0002C4,-,,,,
23:11:55.841,TX,FFFF0306032990000238,-,,,,
23:11:56.381,RX,FFFF030200FAFF,3,,FA,False,
23:12:04.634,TX,FFFF0805032EFFFEC4,-,,,,
23:12:04.656,TX,FFFF0806032990FFFE38,-,,,,
23:12:05.193,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
23:12:12.968,TX,FFFF0805032EFE02C1,-,,,,
23:12:12.989,TX,FFFF0806032990FE0235,-,,,,
23:12:13.521,RX,FFFFFF080200F5FFFF080200F5,255,未定义指令,00F5FFFF080200,False,
