ts,dir,hex,id,error,params,valid,note
22:51:42.729,TX,FFFF000201FC,0,,baud=115200,,PING_ID
22:51:42.933,TX,FFFF010201FB,1,,baud=115200,,PING_ID
22:51:43.136,TX,FFFF020201FA,2,,baud=115200,,PING_ID
22:51:43.341,TX,FFFF030201F9,3,,baud=115200,,PING_ID
22:51:43.544,TX,FFFF040201F8,4,,baud=115200,,PING_ID
22:51:43.749,TX,FFFF050201F7,5,,baud=115200,,PING_ID
22:51:43.953,TX,FFFF060201F6,6,,baud=115200,,PING_ID
22:51:44.159,TX,FFFF070201F5,7,,baud=115200,,PING_ID
22:51:44.364,TX,FFFF080201F4,8,,baud=115200,,PING_ID
22:51:44.568,TX,FFFF090201F3,9,,baud=115200,,PING_ID
22:51:44.772,TX,FFFF0A0201F2,10,,baud=115200,,PING_ID
22:51:44.976,TX,FFFF0B0201F1,11,,baud=115200,,PING_ID
22:51:45.178,TX,FFFF0C0201F0,12,,baud=115200,,PING_ID
22:51:45.381,TX,FFFF0D0201EF,13,,baud=115200,,PING_ID
22:51:45.583,TX,FFFF0E0201EE,14,,baud=115200,,PING_ID
22:51:45.788,TX,FFFF0F0201ED,15,,baud=115200,,PING_ID
22:51:45.991,TX,FFFF100201EC,16,,baud=115200,,PING_ID
22:51:46.194,TX,FFFF110201EB,17,,baud=115200,,PING_ID
22:51:46.398,TX,FFFF120201EA,18,,baud=115200,,PING_ID
22:51:46.601,TX,FFFF130201E9,19,,baud=115200,,PING_ID
22:51:46.806,TX,FFFF140201E8,20,,baud=115200,,PING_ID
22:51:47.009,TX,FFFF150201E7,21,,baud=115200,,PING_ID
22:51:47.213,TX,FFFF160201E6,22,,baud=115200,,PING_ID
22:51:47.417,TX,FFFF170201E5,23,,baud=115200,,PING_ID
22:51:47.622,TX,FFFF180201E4,24,,baud=115200,,PING_ID
22:52:01.150,TX,FFFF000201FC,0,,baud=115200,,PING_ID
22:52:01.353,TX,FFFF010201FB,1,,baud=115200,,PING_ID
22:52:01.557,TX,FFFF020201FA,2,,baud=115200,,PING_ID
22:52:01.759,TX,FFFF030201F9,3,,baud=115200,,PING_ID
22:52:01.832,RX,FFFF020200FBFF,2,,FB,False,
22:52:01.863,RX,FOUND,3,,baud=115200,FOUND,舵机已找到
22:52:01.863,TX,FFFF040201F8,4,,baud=115200,,PING_ID
22:52:02.067,TX,FFFF050201F7,5,,baud=115200,,PING_ID
22:52:02.272,TX,FFFF060201F6,6,,baud=115200,,PING_ID
22:52:02.474,TX,FFFF070201F5,7,,baud=115200,,PING_ID
22:52:02.677,TX,FFFF080201F4,8,,baud=115200,,PING_ID
22:52:02.742,RX,FFFFFF070200F6FFFF080200,255,未定义指令,00F6FFFF0802,False,
22:52:02.780,RX,FOUND,8,,baud=115200,FOUND,舵机已找到
22:52:02.781,TX,FFFF090201F3,9,,baud=115200,,PING_ID
22:52:02.985,TX,FFFF0A0201F2,10,,baud=115200,,PING_ID
22:52:03.187,TX,FFFF0B0201F1,11,,baud=115200,,PING_ID
22:52:03.391,TX,FFFF0C0201F0,12,,baud=115200,,PING_ID
22:52:03.597,TX,FFFF0D0201EF,13,,baud=115200,,PING_ID
22:52:03.801,TX,FFFF0E0201EE,14,,baud=115200,,PING_ID
22:52:04.006,TX,FFFF0F0201ED,15,,baud=115200,,PING_ID
22:52:04.208,TX,FFFF100201EC,16,,baud=115200,,PING_ID
22:52:04.412,TX,FFFF110201EB,17,,baud=115200,,PING_ID
22:52:04.615,TX,FFFF120201EA,18,,baud=115200,,PING_ID
22:52:04.819,TX,FFFF130201E9,19,,baud=115200,,PING_ID
22:52:05.022,TX,FFFF140201E8,20,,baud=115200,,PING_ID
22:52:05.226,TX,FFFF150201E7,21,,baud=115200,,PING_ID
22:52:05.430,TX,FFFF160201E6,22,,baud=115200,,PING_ID
22:52:05.635,TX,FFFF170201E5,23,,baud=115200,,PING_ID
22:52:16.420,TX,FFFF0104032800CF,-,,,,
22:52:16.475,TX,FFFF0104035500A2,-,,,,
22:52:16.532,TX,FFFF0107030900000000EB,-,,,,
22:52:16.586,TX,FFFF0104033301C3,-,,,,
22:52:16.641,TX,FFFF0104035501A1,-,,,,
22:52:16.696,TX,FFFF0104032801CE,-,,,,
22:52:16.850,TX,FFFF0105032E0320A5,-,,,,
22:52:20.265,TX,FFFF0304022E02C6,-,,,,
22:52:25.357,TX,FFFF0104032800CF,-,,,,
22:52:25.412,TX,FFFF0104035500A2,-,,,,
22:52:25.467,TX,FFFF0104033300C4,-,,,,
22:52:25.523,TX,FFFF0104035501A1,-,,,,
22:52:25.579,TX,FFFF0104032801CE,-,,,,
22:52:31.061,TX,FFFF0107032A0FFF012C8F,-,,,,
22:52:33.109,TX,FFFF0107032A0FFF012C8F,-,,,,
22:52:34.378,TX,FFFF0107032A0FFF012C8F,-,,,,
22:52:37.771,TX,FFFF0104032800CF,-,,,,
22:52:37.830,TX,FFFF0104035500A2,-,,,,
22:52:37.890,TX,FFFF0107030900000000EB,-,,,,
22:52:37.950,TX,FFFF0104033301C3,-,,,,
22:52:38.009,TX,FFFF0104035501A1,-,,,,
22:52:38.069,TX,FFFF0104032801CE,-,,,,
22:52:38.229,TX,FFFF0105032E0320A5,-,,,,
22:52:39.527,TX,FFFF0305032E0320A3,-,,,,
22:52:39.549,TX,FFFF03060329000320A7,-,,,,
22:52:40.074,RX,FFFF0304000000F8FF,3,,0000F8,False,
22:52:48.076,TX,FFFF0805032E03209E,-,,,,
22:52:48.099,TX,FFFF08060329000320A2,-,,,,
22:52:48.625,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:52:56.867,TX,FFFF0805032EFCE0E5,-,,,,
22:52:56.889,TX,FFFF0806032900FCE0E9,-,,,,
22:52:57.410,RX,FFFFFF080200F5FFFF080200F5,255,未定义指令,00F5FFFF080200,False,
22:53:07.159,TX,FFFF0805032EFE7053,-,,,,
22:53:07.181,TX,FFFF0806032900FE7057,-,,,,
22:53:07.711,RX,FFFF080200F5FF,8,,F5,False,
22:53:18.212,TX,FFFF0805032E019030,-,,,,
22:53:18.233,TX,FFFF0806032900019034,-,,,,
22:53:18.765,RX,FFFFFF080200F5FFFF080200F5,255,未定义指令,00F5FFFF080200,False,
22:53:36.632,TX,FFFF0305032E019035,-,,,,
22:53:36.654,TX,FFFF0306032900019039,-,,,,
22:53:37.180,RX,FFFF080200F5FF,8,,F5,False,
22:53:47.909,TX,FFFF0305032EFE7058,-,,,,
22:53:47.931,TX,FFFF0306032900FE705C,-,,,,
22:53:48.452,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:53:56.821,TX,FFFF0305032EFF388F,-,,,,
22:53:56.842,TX,FFFF0306032900FF3893,-,,,,
22:53:57.370,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:54:05.527,TX,FFFF0305032EFCE0EA,-,,,,
22:54:05.548,TX,FFFF0306032900FCE0EE,-,,,,
22:54:06.068,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:54:11.227,TX,FFFF0305032E0320A3,-,,,,
22:54:11.249,TX,FFFF03060329000320A7,-,,,,
22:54:11.775,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:54:17.440,TX,FFFF0305032E00C8FE,-,,,,
22:54:17.461,TX,FFFF030603290000C802,-,,,,
22:54:17.989,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:54:28.231,TX,FFFF0305032EFF388F,-,,,,
22:54:28.252,TX,FFFF0306032900FF3893,-,,,,
22:54:28.779,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:54:37.164,TX,FFFF0304022E02C6,-,,,,
22:54:37.690,RX,FFFFFF030200FAFF,255,未定义指令,00FA,False,
22:54:38.715,TX,FFFF0304022E02C6,-,,,,
